text,text_clean,label_id,category,panjang_karakter,jumlah_kata,ada_angka,semua_kapital,jumlah_kata_kunci_cocok,kata_makanan,kata_minuman,kata_transportasi,kata_belanja,kata_tagihan,kata_hiburan,kata_kesehatan
Ash Chick Sambal Matah,ash chick sambal matah,7,lain_lain,22,4,0,0,0,0,0,0,0,0,0,0
Jamur Goreng,jamur goreng,0,makanan,12,2,0,0,2,1,0,0,1,0,0,0
CREAMCHEESE BREAD,creamcheese bread,1,minuman,17,2,0,1,1,0,1,0,0,0,0,0
LUNCH BOX 3P SET W/RED BAG & SP00 N.,lunch box 3p set w red bag sp00 n,3,belanja,33,9,1,1,1,0,0,0,1,0,0,0
RICE CASE 7L W/CUP,rice case 7l w cup,1,minuman,18,5,1,1,2,1,1,0,0,0,0,0
LUNCH BOX 3P SET W/BLACK BAG & SP OON,lunch box 3p set w black bag sp oon,3,belanja,35,9,1,1,1,0,0,0,1,0,0,0
Snack Lestari All,snack lestari all,1,minuman,17,3,0,0,1,0,1,0,0,0,0,0
"Bakery Aneka Sisir Banana,Pizza,yoko,Mar mer,Daging,abon,keju,cokelat,dll",bakery aneka sisir banana pizza yoko mar mer daging abon keju cokelat dll,0,makanan,73,13,0,0,1,1,0,0,0,0,0,0
Chicken Maryland,chicken maryland,0,makanan,16,2,0,0,1,1,0,0,0,0,0,0
Cappucino (Hot/Iced),cappucino hot iced,1,minuman,18,3,0,0,1,0,1,0,0,0,0,0
Naga Lychee Juice,naga lychee juice,1,minuman,17,3,0,0,1,0,1,0,0,0,0,0
Cafe Latte,cafe latte,1,minuman,10,2,0,0,1,0,1,0,0,0,0,0
Hot Chocolate Marshmallo,hot chocolate marshmallo,1,minuman,24,3,0,0,1,0,1,0,0,0,0,0
Chicken Cesar Salad,chicken cesar salad,1,minuman,19,3,0,0,2,1,1,0,0,0,0,0
Lychee/Peach/Lemon/Mango,lychee peach lemon mango,1,minuman,24,4,0,0,1,0,1,0,0,0,0,0
Chicken HCC. 1Pcs,chicken hcc 1pcs,0,makanan,16,3,1,0,1,1,0,0,0,0,0,0
Mike & Ike Original,mike ike original,0,makanan,17,3,0,0,1,1,0,0,0,0,0,0
Mike & Berry,mike berry,0,makanan,10,2,0,0,1,1,0,0,0,0,0,0
Roti Keju Manis.,roti keju manis,0,makanan,15,3,0,0,1,1,0,0,0,0,0,0
S-Bubble Milk Tea,s bubble milk tea,1,minuman,17,4,0,0,2,1,1,0,0,0,0,0
S-Caramel Milk Tea,s caramel milk tea,1,minuman,18,4,0,0,2,1,1,0,0,0,0,0
COPIA 1 /GB,copia 1 gb,7,lain_lain,10,3,1,1,0,0,0,0,0,0,0,0
PLASTIC BAG RED CENTRAL SI,plastic bag red central si,3,belanja,26,5,0,1,1,0,0,0,1,0,0,0
S-Hazelnut KOI Cafe,s hazelnut koi cafe,7,lain_lain,19,4,0,0,0,0,0,0,0,0,0,0
Ptgs Eggtart,ptgs eggtart,7,lain_lain,12,2,0,0,0,0,0,0,0,0,0,0
Choco Melt,choco melt,7,lain_lain,10,2,0,0,0,0,0,0,0,0,0,0
Superice Cauburry,superice cauburry,1,minuman,17,2,0,0,2,1,1,0,0,0,0,0
(TA) NASI GRG TERI MEDAN,ta nasi grg teri medan,0,makanan,22,5,0,1,1,1,0,0,0,0,0,0
(TA) BIHUN GORENG SEAFOOD,ta bihun goreng seafood,0,makanan,23,4,0,1,1,1,0,0,0,0,0,0
(TA) KWETIAW SEAFOOD SIRAM,ta kwetiaw seafood siram,7,lain_lain,24,4,0,1,0,0,0,0,0,0,0,0
(TA) NASI GORENG,ta nasi goreng,0,makanan,14,3,0,1,1,1,0,0,0,0,0,0
Pecel Komplit + Nasi,pecel komplit nasi,0,makanan,18,3,0,0,1,1,0,0,0,0,0,0
SOTO KUDUS,soto kudus,0,makanan,10,2,0,1,1,1,0,0,0,0,0,0
KACANG MERAH,kacang merah,7,lain_lain,12,2,0,1,0,0,0,0,0,0,0,0
APPLE CINNAMON PASTRY,apple cinnamon pastry,7,lain_lain,21,3,0,1,0,0,0,0,0,0,0,0
ICED GT,iced gt,1,minuman,7,2,0,1,1,0,1,0,0,0,0,0
PHO BO TAI,pho bo tai,0,makanan,10,3,0,1,1,1,0,0,0,0,0,0
Tahu Isi,tahu isi,0,makanan,8,2,0,0,1,1,0,0,0,0,0,0
Kepiting 7-8.4ons - Chilly 0.7 1,kepiting 7 8 4ons chilly 0 7 1,7,lain_lain,30,8,1,0,0,0,0,0,0,0,0,0
Udang Telur Asin - Regular,udang telur asin regular,0,makanan,24,4,0,0,1,1,0,0,0,0,0,0
Kailan 2 Rasa,kailan 2 rasa,7,lain_lain,13,3,1,0,0,0,0,0,0,0,0,0
Mantau - 2 pcs,mantau 2 pcs,7,lain_lain,12,3,1,0,0,0,0,0,0,0,0,0
Sweet Tea,sweet tea,1,minuman,9,2,0,0,1,0,1,0,0,0,0,0
Mantau - 3 pcs,mantau 3 pcs,7,lain_lain,12,3,1,0,0,0,0,0,0,0,0,0
Topping Milo Sparkle (untuk 1 Po rsi),topping milo sparkle untuk 1 po rsi,0,makanan,35,7,1,0,2,1,0,0,0,0,1,0
Bola Ubi Mini Original (14 Pcs ),bola ubi mini original 14 pcs,0,makanan,29,6,1,0,1,1,0,0,0,0,0,0
TEH KOTAK,teh kotak,1,minuman,9,2,0,1,1,0,1,0,0,0,0,0
XXI Java Tea (M),xxi java tea m,1,minuman,14,4,0,0,1,0,1,0,0,0,0,0
Kopi Susu Kampung.,kopi susu kampung,1,minuman,17,3,0,0,1,0,1,0,0,0,0,0
SINGLE SCOOP,single scoop,7,lain_lain,12,2,0,1,0,0,0,0,0,0,0,0
Bubur Polos + Telur,bubur polos telur,0,makanan,17,3,0,0,1,1,0,0,0,0,0,0
PILLOW DURIA,pillow duria,7,lain_lain,12,2,0,1,0,0,0,0,0,0,0,0
=*LARGE*==,large,7,lain_lain,5,1,0,1,0,0,0,0,0,0,0,0
=*MEDIUM*=,medium,7,lain_lain,6,1,0,1,0,0,0,0,0,0,0,0
Cuka Apel Tetes,cuka apel tetes,1,minuman,15,3,0,0,1,0,1,0,0,0,0,0
SPRITE,sprite,1,minuman,6,1,0,1,1,0,1,0,0,0,0,0
GRILLED CALAMARI,grilled calamari,7,lain_lain,16,2,0,1,0,0,0,0,0,0,0,0
Chocolate Log Cake,chocolate log cake,1,minuman,18,3,0,0,2,1,1,0,0,0,0,0
Snowman Cake Chocolate,snowman cake chocolate,1,minuman,22,3,0,0,2,1,1,0,0,0,0,0
Strawberry Log Cake,strawberry log cake,0,makanan,19,3,0,0,1,1,0,0,0,0,0,0
Nasi Tambah,nasi tambah,0,makanan,11,2,0,0,1,1,0,0,0,0,0,0
Ayam Pop,ayam pop,0,makanan,8,2,0,0,1,1,0,0,0,0,0,0
Samabal SP,samabal sp,7,lain_lain,10,2,0,0,0,0,0,0,0,0,0,0
Sambal Gabus Asin Cb,sambal gabus asin cb,2,transportasi,20,4,0,0,1,0,0,1,0,0,0,0
Kerupuk Kuah,kerupuk kuah,7,lain_lain,12,2,0,0,0,0,0,0,0,0,0,0
Ikan Bawal Besa,ikan bawal besa,1,minuman,15,3,0,0,2,1,1,0,0,0,0,0
Telur Dadar,telur dadar,7,lain_lain,11,2,0,0,0,0,0,0,0,0,0,0
Teh Es,teh es,1,minuman,6,2,0,0,1,0,1,0,0,0,0,0
Teh Manis,teh manis,1,minuman,9,2,0,0,1,0,1,0,0,0,0,0
Es Batu,es batu,1,minuman,7,2,0,0,1,0,1,0,0,0,0,0
PHOTAI CHIN,photai chin,1,minuman,11,2,0,1,2,1,1,0,0,0,0,0
BAKSO BNGKS,bakso bngks,0,makanan,11,2,0,1,1,1,0,0,0,0,0,0
GORENGAN,gorengan,0,makanan,8,1,0,1,1,1,0,0,0,0,0,0
TAHU GORENG,tahu goreng,0,makanan,11,2,0,1,1,1,0,0,0,0,0,0
CAKWE,cakwe,7,lain_lain,5,1,0,1,0,0,0,0,0,0,0,0
PHO TAI CHIN(R),pho tai chin r,0,makanan,14,4,0,1,1,1,0,0,0,0,0,0
TEA,tea,1,minuman,3,1,0,1,1,0,1,0,0,0,0,0
BUBUR GO,bubur go,0,makanan,8,2,0,1,1,1,0,0,0,0,0,0
PUYUH GO,puyuh go,7,lain_lain,8,2,0,1,0,0,0,0,0,0,0,0
SATE ATI GO,sate ati go,0,makanan,11,3,0,1,1,1,0,0,0,0,0,0
BLACK PAPPER MEATBALL PAS,black papper meatball pas,0,makanan,25,4,0,1,1,1,0,0,0,0,0,0
